"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.0","0.0","1.0","0.0","1","1","false","SLC6A8","1.0","0","1","0","1.0","false","0","SLC6A8","0","0.0"
"3.989795918367347","0.0","0.2506393861892583","0.0","1","8","false","TUBB2A","5.0","0","1","0","0.9035549703752469","false","0","TUBB2A","0","0.0"
"1.5","0.0","0.6666666666666666","0.0","1","2","false","GPX3","2.0","0","1","0","0.75","false","0","GPX3","0","0.0"
"5.285714285714286","0.0","0.1891891891891892","0.0","1","9","false","HBEGF","3.0","0","1","0","0.8617511520737328","false","0","HBEGF","0","0.0"
"5.040816326530612","0.0","0.19838056680161945","0.0","1","10","false","HELLS","26.0","0","1","0","0.8696510862409481","false","0","HELLS","0","0.0"
"7.459183673469388","0.02040816326530612","0.13406292749658003","0.3333333333333333","3","12","false","IFI44L","2.6666666666666665","0","3","0","0.7916392363396971","false","0","IFI44L","782","0.5833333333333334"
"8.448979591836734","0.0","0.11835748792270533","0.0","1","13","false","PLSCR1","3.0","0","1","0","0.7597103357472021","false","0","PLSCR1","0","0.0"
"5.36734693877551","5.329967038361736E-4","0.18631178707224336","0.7","5","11","false","KRT10","9.2","0","5","0","0.8591178406846609","false","0","KRT10","18","0.5411764705882353"
"5.336734693877551","0.0","0.18738049713193117","1.0","4","11","false","SPRR2D","11.5","0","4","0","0.8601053324555629","false","0","SPRR2D","0","0.575"
"5.316326530612245","0.07507839660164504","0.18809980806142035","0.1","5","11","false","KLK7","6.4","0","5","0","0.8607636603028308","false","0","KLK7","4462","0.32222222222222224"
"6.010204081632653","0.0","0.166383701188455","0.0","1","10","false","ZNF750","2.0","0","1","0","0.8383805134957208","false","0","ZNF750","0","0.0"
"6.285714285714286","0.02040816326530612","0.1590909090909091","0.0","2","12","false","KLK10","3.0","0","2","0","0.8294930875576038","false","0","KLK10","1120","0.5"
"7.275510204081633","0.0","0.13744740532959326","0.0","1","13","false","KLK11","2.0","0","1","0","0.7975641869651086","false","0","KLK11","0","0.0"
"5.438775510204081","0.004871108973780971","0.18386491557223267","0.0","2","11","false","KLK6","7.0","0","2","0","0.8568136932192232","false","0","KLK6","376","0.5454545454545454"
